GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,RLZE001,RLZE002,RLZE003,RLZE004,RLZE005,RLZE006,RLZE007,RLZE008,RLZE009,RLZE010,RLZE011,RLZE012,RLZE013,RLZE014,RLZE015,RLZE016,RLZE017,RLZE018,RLZE019,RLZE020,RLZE021,NAME_M,RLZM001,RLZM002,RLZM003,RLZM004,RLZM005,RLZM006,RLZM007,RLZM008,RLZM009,RLZM010,RLZM011,RLZM012,RLZM013,RLZM014,RLZM015,RLZM016,RLZM017,RLZM018,RLZM019,RLZM020,RLZM021
"G33460","2005-2009","US",,,,,,,,,,,,,,,,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area","33460",,,,,,,,,,,,,,,,"31000US33460","Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",1688602,1472369,1322140,150229,120902,16473,6003,3497,3354,75054,71104,516,1577,1813,44,1086,3273,13497,39258,8304,75761,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",4588,4772,5250,2604,2464,987,620,543,541,1913,1909,135,288,273,40,255,354,798,1383,639,1586
"G33500","2005-2009","US",,,,,,,,,,,,,,,,"Minot, ND Micro Area","33500",,,,,,,,,,,,,,,,"31000US33500","Minot, ND Micro Area",34141,31416,27518,3898,3175,407,221,63,32,132,125,0,7,0,0,70,61,136,749,149,1428,"Minot, ND Micro Area",603,639,603,456,418,103,136,36,31,55,53,93,14,93,93,56,32,80,126,60,264
"G33540","2005-2009","US",,,,,,,,,,,,,,,,"Missoula, MT Metro Area","33540",,,,,,,,,,,,,,,,"31000US33540","Missoula, MT Metro Area",54742,43678,38963,4715,3719,714,173,62,47,1197,1158,0,3,36,0,0,230,2453,3128,574,3482,"Missoula, MT Metro Area",1176,1311,1335,522,442,193,72,42,44,285,274,104,5,51,104,104,116,506,654,208,481
"G33580","2005-2009","US",,,,,,,,,,,,,,,,"Mitchell, SD Micro Area","33580",,,,,,,,,,,,,,,,"31000US33580","Mitchell, SD Micro Area",11763,10116,9219,897,697,91,78,16,15,75,75,0,0,0,0,13,42,166,540,68,743,"Mitchell, SD Micro Area",305,518,516,205,187,47,44,23,25,66,66,99,99,99,99,21,57,160,156,65,140
"G33620","2005-2009","US",,,,,,,,,,,,,,,,"Moberly, MO Micro Area","33620",,,,,,,,,,,,,,,,"31000US33620","Moberly, MO Micro Area",10119,9493,8542,951,737,130,68,16,0,60,60,0,0,0,0,0,13,19,98,128,308,"Moberly, MO Micro Area",475,451,423,196,166,79,51,19,114,48,48,114,114,114,114,114,20,32,42,70,117
"G33660","2005-2009","US",,,,,,,,,,,,,,,,"Mobile, AL Metro Area","33660",,,,,,,,,,,,,,,,"31000US33660","Mobile, AL Metro Area",170115,161372,143182,18190,13230,2931,1205,494,330,799,799,0,0,0,0,23,326,166,2047,1224,4158,"Mobile, AL Metro Area",2004,1975,2125,1067,884,479,305,215,138,225,225,119,119,119,119,37,113,103,349,247,606
"G33700","2005-2009","US",,,,,,,,,,,,,,,,"Modesto, CA Metro Area","33700",,,,,,,,,,,,,,,,"31000US33700","Modesto, CA Metro Area",199236,181112,158816,22296,16546,3146,1643,622,339,1580,1385,18,46,131,0,9,471,947,4169,2654,8294,"Modesto, CA Metro Area",2322,2432,2452,1368,1159,421,656,169,111,345,336,22,36,70,132,14,158,240,543,431,688
"G33740","2005-2009","US",,,,,,,,,,,,,,,,"Monroe, LA Metro Area","33740",,,,,,,,,,,,,,,,"31000US33740","Monroe, LA Metro Area",73633,69536,62979,6557,4679,1092,543,206,37,997,968,29,0,0,0,20,88,29,1015,356,1592,"Monroe, LA Metro Area",1382,1396,1359,596,405,289,204,99,35,216,216,40,123,123,123,32,49,38,272,109,296
"G33780","2005-2009","US",,,,,,,,,,,,,,,,"Monroe, MI Metro Area","33780",,,,,,,,,,,,,,,,"31000US33780","Monroe, MI Metro Area",70330,66627,61526,5101,4184,624,150,83,60,342,342,0,0,0,0,21,139,106,1073,275,1747,"Monroe, MI Metro Area",1053,1077,1101,463,397,177,88,46,47,141,141,109,109,109,109,32,63,65,213,95,286
"G33820","2005-2009","US",,,,,,,,,,,,,,,,"Monroe, WI Micro Area","33820",,,,,,,,,,,,,,,,"31000US33820","Monroe, WI Micro Area",18832,16595,14822,1773,1452,169,54,28,70,99,99,0,0,0,0,22,81,55,674,90,1216,"Monroe, WI Micro Area",359,375,383,186,187,57,30,31,34,110,110,93,93,93,93,31,36,40,124,67,155
"G33860","2005-2009","US",,,,,,,,,,,,,,,,"Montgomery, AL Metro Area","33860",,,,,,,,,,,,,,,,"31000US33860","Montgomery, AL Metro Area",158917,150856,133612,17244,13833,2546,501,213,151,996,969,17,0,0,10,159,404,139,1680,837,3846,"Montgomery, AL Metro Area",1889,1874,1771,1095,1014,435,157,98,76,246,245,26,119,119,15,95,137,88,353,240,430
"G33940","2005-2009","US",,,,,,,,,,,,,,,,"Montrose, CO Micro Area","33940",,,,,,,,,,,,,,,,"31000US33940","Montrose, CO Micro Area",17527,15528,13222,2306,1268,624,208,157,49,94,92,0,0,0,2,0,21,168,437,185,1094,"Montrose, CO Micro Area",508,578,566,370,285,236,99,144,52,88,87,123,123,123,5,123,25,93,141,96,291
"G33980","2005-2009","US",,,,,,,,,,,,,,,,"Morehead City, NC Micro Area","33980",,,,,,,,,,,,,,,,"31000US33980","Morehead City, NC Micro Area",28611,25942,22074,3868,2778,528,231,220,111,70,21,0,10,0,39,69,182,138,586,318,1306,"Morehead City, NC Micro Area",912,900,901,587,453,183,152,132,65,59,31,127,17,127,46,60,100,94,241,123,300
"G34020","2005-2009","US",,,,,,,,,,,,,,,,"Morgan City, LA Micro Area","34020",,,,,,,,,,,,,,,,"31000US34020","Morgan City, LA Micro Area",21539,19917,17035,2882,1834,416,344,112,176,112,98,0,0,0,14,212,49,51,607,214,377,"Morgan City, LA Micro Area",621,670,722,469,315,156,211,73,162,73,67,123,123,123,21,117,40,53,207,96,112
"G34060","2005-2009","US",,,,,,,,,,,,,,,,"Morgantown, WV Metro Area","34060",,,,,,,,,,,,,,,,"31000US34060","Morgantown, WV Metro Area",51858,46257,39971,6286,5271,662,150,180,23,688,508,26,148,6,0,14,128,62,2579,345,1785,"Morgantown, WV Metro Area",1005,985,1147,714,688,176,95,154,21,220,185,47,116,10,119,17,66,46,396,130,272
"G34100","2005-2009","US",,,,,,,,,,,,,,,,"Morristown, TN Metro Area","34100",,,,,,,,,,,,,,,,"31000US34100","Morristown, TN Metro Area",58155,54678,48092,6586,4980,955,304,283,64,282,238,37,0,0,7,0,33,29,694,481,1958,"Morristown, TN Metro Area",1242,1241,1304,814,603,307,223,164,41,124,105,59,127,127,12,127,27,34,178,162,341
"G34140","2005-2009","US",,,,,,,,,,,,,,,,"Moscow, ID Micro Area","34140",,,,,,,,,,,,,,,,"31000US34140","Moscow, ID Micro Area",18004,14028,11495,2533,1870,493,133,37,0,174,174,0,0,0,0,0,72,511,2293,38,888,"Moscow, ID Micro Area",670,715,651,354,293,179,79,42,114,103,103,114,114,114,114,114,55,139,379,32,182
"G34180","2005-2009","US",,,,,,,,,,,,,,,,"Moses Lake, WA Micro Area","34180",,,,,,,,,,,,,,,,"31000US34180","Moses Lake, WA Micro Area",33812,29963,25027,4936,4154,485,162,78,57,144,144,0,0,0,0,0,174,173,927,574,1857,"Moses Lake, WA Micro Area",980,1007,1064,548,513,165,95,56,61,67,67,119,119,119,119,119,94,160,246,209,377
"G34220","2005-2009","US",,,,,,,,,,,,,,,,"Moultrie, GA Micro Area","34220",,,,,,,,,,,,,,,,"31000US34220","Moultrie, GA Micro Area",18979,17635,13783,3852,2795,528,233,193,103,226,169,0,0,57,0,0,46,61,302,158,551,"Moultrie, GA Micro Area",680,719,740,495,528,227,193,124,91,152,110,132,132,90,132,132,36,60,129,83,158
"G34260","2005-2009","US",,,,,,,,,,,,,,,,"Mountain Home, AR Micro Area","34260",,,,,,,,,,,,,,,,"31000US34260","Mountain Home, AR Micro Area",15119,14319,12625,1694,1331,241,58,27,37,11,11,0,0,0,0,0,16,0,222,56,495,"Mountain Home, AR Micro Area",606,623,570,259,233,131,60,30,56,16,16,119,119,119,119,119,21,119,90,61,123
"G34300","2005-2009","US",,,,,,,,,,,,,,,,"Mountain Home, ID Micro Area","34300",,,,,,,,,,,,,,,,"31000US34300","Mountain Home, ID Micro Area",14598,12322,10279,2043,1668,223,57,0,95,80,80,0,0,0,0,0,66,43,983,200,904,"Mountain Home, ID Micro Area",532,628,677,366,322,115,42,114,87,95,95,114,114,114,114,114,56,43,312,99,332
"G34340","2005-2009","US",,,,,,,,,,,,,,,,"Mount Airy, NC Micro Area","34340",,,,,,,,,,,,,,,,"31000US34340","Mount Airy, NC Micro Area",31514,29645,26087,3558,2324,793,158,123,160,129,129,0,0,0,0,16,34,0,388,209,1093,"Mount Airy, NC Micro Area",745,829,846,511,412,223,87,80,236,73,73,127,127,127,127,25,38,127,154,127,346
"G34380","2005-2009","US",,,,,,,,,,,,,,,,"Mount Pleasant, MI Micro Area","34380",,,,,,,,,,,,,,,,"31000US34380","Mount Pleasant, MI Micro Area",29683,25827,23026,2801,2065,383,112,108,133,238,236,0,2,0,0,0,22,364,2096,81,1055,"Mount Pleasant, MI Micro Area",839,918,866,400,353,139,46,83,145,75,75,109,3,109,109,109,15,131,336,27,153
"G34420","2005-2009","US",,,,,,,,,,,,,,,,"Mount Pleasant, TX Micro Area","34420",,,,,,,,,,,,,,,,"31000US34420","Mount Pleasant, TX Micro Area",11476,10821,9180,1641,1364,144,94,6,33,25,25,0,0,0,0,0,16,0,139,205,270,"Mount Pleasant, TX Micro Area",518,555,504,269,255,70,69,9,34,42,42,127,127,127,127,127,21,127,78,95,103
"G34460","2005-2009","US",,,,,,,,,,,,,,,,"Mount Sterling, KY Micro Area","34460",,,,,,,,,,,,,,,,"31000US34460","Mount Sterling, KY Micro Area",17016,16011,13932,2079,1753,212,97,17,0,19,19,0,0,0,0,0,30,0,328,187,441,"Mount Sterling, KY Micro Area",721,705,647,352,337,100,56,18,123,25,25,123,123,123,123,123,34,123,140,92,133
"G34500","2005-2009","US",,,,,,,,,,,,,,,,"Mount Vernon, IL Micro Area","34500",,,,,,,,,,,,,,,,"31000US34500","Mount Vernon, IL Micro Area",20367,18519,16345,2174,1641,382,78,40,33,134,115,13,0,6,0,183,63,34,331,197,906,"Mount Vernon, IL Micro Area",480,543,510,286,285,102,52,35,22,75,75,23,119,10,119,85,29,31,124,76,175
"G34540","2005-2009","US",,,,,,,,,,,,,,,,"Mount Vernon, OH Micro Area","34540",,,,,,,,,,,,,,,,"31000US34540","Mount Vernon, OH Micro Area",27207,23628,21286,2342,1891,251,57,42,101,124,124,0,0,0,0,0,49,38,1356,251,1761,"Mount Vernon, OH Micro Area",690,700,732,366,330,97,48,39,58,129,129,119,119,119,119,119,44,34,365,105,400
"G34580","2005-2009","US",,,,,,,,,,,,,,,,"Mount Vernon-Anacortes, WA Metro Area","34580",,,,,,,,,,,,,,,,"31000US34580","Mount Vernon-Anacortes, WA Metro Area",52233,46985,40450,6535,4652,758,339,576,210,501,454,4,0,0,43,52,92,195,1688,343,2377,"Mount Vernon-Anacortes, WA Metro Area",823,923,834,667,505,195,152,476,73,153,148,6,119,119,26,78,45,69,285,130,365
"G34620","2005-2009","US",,,,,,,,,,,,,,,,"Muncie, IN Metro Area","34620",,,,,,,,,,,,,,,,"31000US34620","Muncie, IN Metro Area",49365,43600,38319,5281,4208,626,173,251,23,959,923,26,10,0,0,20,66,483,2637,104,1496,"Muncie, IN Metro Area",1108,1104,1152,573,558,211,96,141,25,237,237,41,15,119,119,29,54,173,486,59,288
"G34660","2005-2009","US",,,,,,,,,,,,,,,,"Murray, KY Micro Area","34660",,,,,,,,,,,,,,,,"31000US34660","Murray, KY Micro Area",16711,14760,13395,1365,1045,205,60,36,19,6,0,6,0,0,0,0,65,27,655,75,1123,"Murray, KY Micro Area",510,620,667,282,250,88,69,38,23,12,123,12,123,123,123,123,70,40,204,78,364
"G34700","2005-2009","US",,,,,,,,,,,,,,,,"Muscatine, IA Micro Area","34700",,,,,,,,,,,,,,,,"31000US34700","Muscatine, IA Micro Area",26071,24150,21121,3029,2426,364,115,80,44,66,66,0,0,0,0,7,134,160,814,91,649,"Muscatine, IA Micro Area",495,585,633,333,316,107,70,61,28,54,54,99,99,99,99,12,73,104,181,47,138
"G34740","2005-2009","US",,,,,,,,,,,,,,,,"Muskegon-Norton Shores, MI Metro Area","34740",,,,,,,,,,,,,,,,"31000US34740","Muskegon-Norton Shores, MI Metro Area",70666,65722,58689,7033,6010,618,196,144,65,413,413,0,0,0,0,37,183,183,1039,381,2708,"Muskegon-Norton Shores, MI Metro Area",944,968,1090,584,526,151,68,76,48,167,167,109,109,109,109,34,71,68,155,122,391
"G34780","2005-2009","US",,,,,,,,,,,,,,,,"Muskogee, OK Micro Area","34780",,,,,,,,,,,,,,,,"31000US34780","Muskogee, OK Micro Area",27847,26061,22362,3699,2973,364,139,173,50,158,142,0,0,16,0,74,56,9,405,144,940,"Muskogee, OK Micro Area",737,722,807,509,410,146,61,181,45,101,101,109,109,24,109,57,50,15,127,58,212
"G34820","2005-2009","US",,,,,,,,,,,,,,,,"Myrtle Beach-North Myrtle Beach-Conway, SC Metro Area","34820",,,,,,,,,,,,,,,,"31000US34820","Myrtle Beach-North Myrtle Beach-Conway, SC Metro Area",114465,105964,94025,11939,8825,1551,809,391,363,489,413,56,20,0,0,207,141,490,1585,1330,4259,"Myrtle Beach-North Myrtle Beach-Conway, SC Metro Area",1804,1761,1713,1079,918,365,221,215,328,148,133,66,28,127,127,134,73,208,383,254,474
"G34860","2005-2009","US",,,,,,,,,,,,,,,,"Nacogdoches, TX Micro Area","34860",,,,,,,,,,,,,,,,"31000US34860","Nacogdoches, TX Micro Area",27355,24448,20892,3556,2795,486,79,70,126,79,63,0,16,0,0,0,66,74,1564,216,908,"Nacogdoches, TX Micro Area",1039,1103,1161,557,491,157,65,73,126,54,49,127,28,127,127,127,53,57,338,110,244
"G34900","2005-2009","US",,,,,,,,,,,,,,,,"Napa, CA Metro Area","34900",,,,,,,,,,,,,,,,"31000US34900","Napa, CA Metro Area",62587,53546,45912,7634,5727,1254,432,116,105,1504,1294,0,75,8,127,53,110,520,2718,910,3226,"Napa, CA Metro Area",1260,1675,1656,819,657,336,168,68,67,923,924,132,61,12,75,75,62,147,573,348,639
"G34940","2005-2009","US",,,,,,,,,,,,,,,,"Naples-Marco Island, FL Metro Area","34940",,,,,,,,,,,,,,,,"31000US34940","Naples-Marco Island, FL Metro Area",128852,113460,97349,16111,10622,2561,1113,1454,361,1667,1473,112,46,36,0,86,261,1592,1931,2522,7333,"Naples-Marco Island, FL Metro Area",1616,2010,2316,1493,1047,531,385,853,204,497,476,127,53,33,136,71,116,483,678,439,663
"G34980","2005-2009","US",,,,,,,,,,,,,,,,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area","34980",,,,,,,,,,,,,,,,"31000US34980","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",739294,681478,605050,76428,60642,9962,3471,1131,1222,7415,6918,12,119,325,41,596,1179,1103,9617,6402,31504,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",3584,3956,4083,2306,2026,886,704,241,224,562,556,19,67,114,36,224,253,220,758,630,1270
"G35020","2005-2009","US",,,,,,,,,,,,,,,,"Natchez, MS-LA Micro Area","35020",,,,,,,,,,,,,,,,"31000US35020","Natchez, MS-LA Micro Area",18085,16930,15052,1878,1276,355,121,68,58,39,25,14,0,0,0,0,16,21,494,264,321,"Natchez, MS-LA Micro Area",740,747,780,315,261,138,95,66,78,31,24,20,119,119,119,119,17,30,210,146,126
"G35060","2005-2009","US",,,,,,,,,,,,,,,,"Natchitoches, LA Micro Area","35060",,,,,,,,,,,,,,,,"31000US35060","Natchitoches, LA Micro Area",15044,13889,11787,2102,1574,304,92,118,14,59,51,0,0,0,8,0,17,61,389,194,435,"Natchitoches, LA Micro Area",362,376,370,223,176,71,38,151,11,34,33,123,123,123,8,123,16,34,82,68,74
"G35100","2005-2009","US",,,,,,,,,,,,,,,,"New Bern, NC Micro Area","35100",,,,,,,,,,,,,,,,"31000US35100","New Bern, NC Micro Area",51577,46829,38866,7963,5326,1530,512,105,490,67,56,0,0,0,11,85,125,412,1819,291,1949,"New Bern, NC Micro Area",975,1132,1241,808,616,315,178,66,187,66,62,127,127,127,18,65,59,198,510,90,428
"G35140","2005-2009","US",,,,,,,,,,,,,,,,"Newberry, SC Micro Area","35140",,,,,,,,,,,,,,,,"31000US35140","Newberry, SC Micro Area",16558,15716,13338,2378,1786,197,164,42,189,40,40,0,0,0,0,64,46,93,185,56,358,"Newberry, SC Micro Area",546,568,640,507,440,75,143,47,182,45,45,127,127,127,127,55,50,101,98,43,133
"G35220","2005-2009","US",,,,,,,,,,,,,,,,"New Castle, IN Micro Area","35220",,,,,,,,,,,,,,,,"31000US35220","New Castle, IN Micro Area",19710,18832,16725,2107,1665,200,26,32,184,11,11,0,0,0,0,0,25,72,275,138,357,"New Castle, IN Micro Area",517,545,501,325,268,72,24,34,197,16,16,119,119,119,119,119,27,65,100,98,88
"G35260","2005-2009","US",,,,,,,,,,,,,,,,"New Castle, PA Micro Area","35260",,,,,,,,,,,,,,,,"31000US35260","New Castle, PA Micro Area",39701,36133,32553,3580,2840,554,102,46,38,439,439,0,0,0,0,0,31,93,1608,283,1114,"New Castle, PA Micro Area",715,747,787,433,419,160,45,35,31,131,131,109,109,109,109,109,28,73,243,112,185
"G35300","2005-2009","US",,,,,,,,,,,,,,,,"New Haven-Milford, CT Metro Area","35300",,,,,,,,,,,,,,,,"31000US35300","New Haven-Milford, CT Metro Area",407852,361941,327810,34131,27752,3459,1316,695,909,14366,9702,58,381,4206,19,219,422,1767,13253,3530,12354,"New Haven-Milford, CT Metro Area",2928,3194,3162,1497,1348,456,281,224,305,922,813,46,106,469,29,118,140,311,1018,507,716
"G35340","2005-2009","US",,,,,,,,,,,,,,,,"New Iberia, LA Micro Area","35340",,,,,,,,,,,,,,,,"31000US35340","New Iberia, LA Micro Area",30528,28758,24999,3759,2927,575,146,96,15,55,36,19,0,0,0,6,82,184,316,259,868,"New Iberia, LA Micro Area",1026,1005,985,505,414,215,87,72,19,58,48,28,123,123,123,11,87,129,155,102,239
"G35380","2005-2009","US",,,,,,,,,,,,,,,,"New Orleans-Metairie-Kenner, LA Metro Area","35380",,,,,,,,,,,,,,,,"31000US35380","New Orleans-Metairie-Kenner, LA Metro Area",510226,457505,395512,61993,46596,8467,3270,2234,1426,14721,13886,539,85,18,193,1723,694,3385,11667,5452,15079,"New Orleans-Metairie-Kenner, LA Metro Area",4093,4355,4154,3128,2226,917,538,757,470,1124,1077,200,58,31,153,454,171,423,923,579,977
"G35420","2005-2009","US",,,,,,,,,,,,,,,,"New Philadelphia-Dover, OH Micro Area","35420",,,,,,,,,,,,,,,,"31000US35420","New Philadelphia-Dover, OH Micro Area",41276,37955,34937,3018,2300,360,180,70,108,96,92,0,4,0,0,15,120,276,770,562,1482,"New Philadelphia-Dover, OH Micro Area",870,830,814,397,329,103,91,51,68,99,99,119,6,119,119,22,59,103,145,218,297
"G35460","2005-2009","US",,,,,,,,,,,,,,,,"Newport, TN Micro Area","35460",,,,,,,,,,,,,,,,"31000US35460","Newport, TN Micro Area",13796,13311,11472,1839,1500,214,55,70,0,3,3,0,0,0,0,0,0,0,207,40,235,"Newport, TN Micro Area",598,589,566,388,327,119,47,76,127,9,9,127,127,127,127,127,127,127,93,37,108
"G35500","2005-2009","US",,,,,,,,,,,,,,,,"Newton, IA Micro Area","35500",,,,,,,,,,,,,,,,"31000US35500","Newton, IA Micro Area",17179,15718,13418,2300,1817,189,56,191,47,21,21,0,0,0,0,23,49,60,397,96,815,"Newton, IA Micro Area",501,538,593,344,284,93,40,229,24,25,25,99,99,99,99,27,33,36,112,38,177
"G35580","2005-2009","US",,,,,,,,,,,,,,,,"New Ulm, MN Micro Area","35580",,,,,,,,,,,,,,,,"31000US35580","New Ulm, MN Micro Area",13751,11699,10606,1093,810,169,51,60,3,59,59,0,0,0,0,14,65,117,821,67,909,"New Ulm, MN Micro Area",353,393,408,199,169,88,34,46,4,51,51,93,93,93,93,22,44,61,174,34,181
"G35620","2005-2009","US",,,,,,,,,,,,,,,,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area","35620",,,,,,,,,,,,,,,,"31000US35620","New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",8719316,5040205,4396259,643946,475734,87932,39425,21179,19676,2645422,752987,17887,1536892,319921,17735,59749,5672,34700,533597,80029,319942,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",11404,13184,13161,7186,6256,2784,1703,1351,1326,11372,7509,1051,8086,4945,1052,2138,565,1466,6124,2729,5025
"G35660","2005-2009","US",,,,,,,,,,,,,,,,"Niles-Benton Harbor, MI Metro Area","35660",,,,,,,,,,,,,,,,"31000US35660","Niles-Benton Harbor, MI Metro Area",70571,65013,58849,6164,5109,644,224,160,27,319,227,8,35,49,0,32,120,292,1884,336,2575,"Niles-Benton Harbor, MI Metro Area",984,967,1156,714,489,168,121,177,28,128,123,9,20,30,109,27,52,102,314,101,281
"G35700","2005-2009","US",,,,,,,,,,,,,,,,"Nogales, AZ Micro Area","35700",,,,,,,,,,,,,,,,"31000US35700","Nogales, AZ Micro Area",14246,13065,11301,1764,1435,142,85,92,10,18,18,0,0,0,0,0,24,0,448,94,597,"Nogales, AZ Micro Area",663,708,715,390,362,93,65,95,17,24,24,132,132,132,132,132,32,132,160,79,184
"G35740","2005-2009","US",,,,,,,,,,,,,,,,"Norfolk, NE Micro Area","35740",,,,,,,,,,,,,,,,"31000US35740","Norfolk, NE Micro Area",25254,22917,19795,3122,2233,569,196,96,28,56,27,0,0,11,18,0,27,53,946,65,1190,"Norfolk, NE Micro Area",520,526,615,410,356,171,75,92,39,34,23,99,99,17,20,99,23,45,185,27,191
"G35820","2005-2009","US",,,,,,,,,,,,,,,,"North Platte, NE Micro Area","35820",,,,,,,,,,,,,,,,"31000US35820","North Platte, NE Micro Area",17975,16378,14771,1607,1320,237,40,7,3,43,23,0,0,20,0,3,56,36,398,160,901,"North Platte, NE Micro Area",477,535,493,299,296,103,20,13,4,40,25,99,99,32,99,4,43,32,119,116,148
"G35860","2005-2009","US",,,,,,,,,,,,,,,,"North Vernon, IN Micro Area","35860",,,,,,,,,,,,,,,,"31000US35860","North Vernon, IN Micro Area",12423,11610,10237,1373,1209,85,79,0,0,59,59,0,0,0,0,0,6,0,69,232,447,"North Vernon, IN Micro Area",468,466,499,278,262,83,62,119,119,39,39,119,119,119,119,119,9,119,54,94,165
"G35900","2005-2009","US",,,,,,,,,,,,,,,,"North Wilkesboro, NC Micro Area","35900",,,,,,,,,,,,,,,,"31000US35900","North Wilkesboro, NC Micro Area",28393,26993,23619,3374,2294,475,387,120,98,72,72,0,0,0,0,0,49,0,454,89,736,"North Wilkesboro, NC Micro Area",733,709,739,402,386,168,203,81,74,58,58,127,127,127,127,127,57,127,181,68,178
"G35940","2005-2009","US",,,,,,,,,,,,,,,,"Norwalk, OH Micro Area","35940",,,,,,,,,,,,,,,,"31000US35940","Norwalk, OH Micro Area",26870,25047,21988,3059,2245,420,261,74,59,284,284,0,0,0,0,16,59,105,532,143,684,"Norwalk, OH Micro Area",579,643,634,412,354,146,144,57,56,203,203,119,119,119,119,23,45,58,134,63,142
"G35980","2005-2009","US",,,,,,,,,,,,,,,,"Norwich-New London, CT Metro Area","35980",,,,,,,,,,,,,,,,"31000US35980","Norwich-New London, CT Metro Area",134385,121272,107597,13675,11040,1359,542,276,458,2909,2527,28,103,227,24,97,408,343,4043,699,4614,"Norwich-New London, CT Metro Area",1313,1403,1528,862,788,336,316,114,152,454,437,31,51,96,26,60,144,146,520,183,461
"G36020","2005-2009","US",,,,,,,,,,,,,,,,"Oak Harbor, WA Micro Area","36020",,,,,,,,,,,,,,,,"31000US36020","Oak Harbor, WA Micro Area",35445,28103,24556,3547,2600,395,159,201,192,992,834,0,0,17,141,8,266,89,3537,283,2167,"Oak Harbor, WA Micro Area",672,1314,1103,421,360,124,92,88,92,175,160,119,119,19,69,12,96,40,1369,113,306
"G36060","2005-2009","US",,,,,,,,,,,,,,,,"Oak Hill, WV Micro Area","36060",,,,,,,,,,,,,,,,"31000US36060","Oak Hill, WV Micro Area",17051,15898,13711,2187,1768,350,59,10,0,30,30,0,0,0,0,0,0,0,514,16,593,"Oak Hill, WV Micro Area",604,605,600,331,307,120,48,16,119,34,34,119,119,119,119,119,119,119,108,25,199
"G36100","2005-2009","US",,,,,,,,,,,,,,,,"Ocala, FL Metro Area","36100",,,,,,,,,,,,,,,,"31000US36100","Ocala, FL Metro Area",119392,109638,97424,12214,9856,1439,626,229,64,96,70,26,0,0,0,0,572,361,1241,2033,5451,"Ocala, FL Metro Area",1673,1734,1677,917,824,325,233,181,47,62,51,37,136,136,136,136,178,155,321,330,606
"G36140","2005-2009","US",,,,,,,,,,,,,,,,"Ocean City, NJ Metro Area","36140",,,,,,,,,,,,,,,,"31000US36140","Ocean City, NJ Metro Area",43299,37743,33824,3919,3400,345,71,77,26,704,609,0,49,46,0,133,44,617,2510,321,1227,"Ocean City, NJ Metro Area",926,935,1009,542,542,103,59,62,31,341,330,123,34,41,123,109,30,215,736,153,207
"G36180","2005-2009","US",,,,,,,,,,,,,,,,"Ocean Pines, MD Micro Area","36180",,,,,,,,,,,,,,,,"31000US36180","Ocean Pines, MD Micro Area",23117,21216,19369,1847,1514,220,52,17,44,338,241,0,39,58,0,29,44,34,466,142,848,"Ocean Pines, MD Micro Area",646,701,662,388,364,103,50,19,40,144,135,127,40,47,127,37,37,32,163,137,227
"G36220","2005-2009","US",,,,,,,,,,,,,,,,"Odessa, TX Metro Area","36220",,,,,,,,,,,,,,,,"31000US36220","Odessa, TX Metro Area",57379,54336,46216,8120,5423,1377,1081,155,84,178,136,0,42,0,0,44,184,37,715,513,1372,"Odessa, TX Metro Area",1018,961,1150,715,618,344,229,72,61,103,70,127,66,127,127,40,104,35,224,174,310
"G36260","2005-2009","US",,,,,,,,,,,,,,,,"Ogden-Clearfield, UT Metro Area","36260",,,,,,,,,,,,,,,,"31000US36260","Ogden-Clearfield, UT Metro Area",240513,217950,190098,27852,20880,3871,1694,684,723,5765,5006,7,75,656,21,16,812,696,3322,1897,10055,"Ogden-Clearfield, UT Metro Area",1684,1970,1981,1262,1113,588,330,168,145,664,643,11,47,170,35,19,171,201,416,337,626
